start_node,cat_id,distance
61,55,0.0232723
62,12,0.00974543
62,36,0.00853918
62,55,0.0101791
63,38,0.00748864
63,38,0.00923721
63,38,0.0111099
63,54,0.0056258
64,18,0.00319585
64,36,0.0131772
64,36,0.0132451
64,38,0.00221893
64,53,0.0102775
64,55,0.00789794
65,25,0.015474
65,36,0.0154915
65,36,0.0137758
65,36,0.00296861
65,38,0.0162768
65,38,0.00947488
65,49,0.0172652
65,53,0.0217724
65,54,0.00632377
65,55,0.0130819
65,55,0.0186129
66,36,0.0135616
66,38,0.0159982
66,38,0.0113604
66,38,0.00791429
66,54,0.0190378
66,58,0.000286241
67,54,0.00208555
69,11,0.0105877
69,36,0.00683684
69,36,0.00199198
69,44,0.0158639
69,44,0.00908988
69,54,0.0129082
69,54,0.00723444
69,54,0.00988387
69,55,0.00046907
70,36,0.0100894
70,38,0.013388
70,55,0.00472823
70,60,0.0134128
71,9,0.00219814
71,23,0.0628527
71,23,0.0275372
71,23,0.0530861
71,36,0.058789
71,36,0.0608171
71,36,0.0238829
71,36,0.0584294
71,36,0.0339036
71,36,0.0318325
71,38,0.0258395
71,38,0.055965
71,38,0.0620865
71,44,0.0576314
71,49,0.0171574
71,53,0.0299023
71,54,0.055191
71,54,0.0643708
71,54,0.045795
71,54,0.0580977
71,54,0.0161459
71,54,0.00664406
71,55,0.0501707
72,54,0.00739128
73,49,0.00413675
73,54,0.0194789
73,55,0.0154132
75,33,0.00122676
75,54,0.0220192
75,55,0.0167744
75,59,0.0216905
76,55,0.00394372
77,36,0.00324071
77,54,0.00920272
77,55,0.0122342
77,55,0.00359381
78,60,0.00479012
81,60,0.00247449
81,60,0.00293115
82,38,0.0246863
82,38,0.0251428
82,44,0.0175329
82,54,0.0037253
82,55,0.0235721
82,60,0.00206963
82,60,0.0132546
82,60,0.0135215
82,60,0.0189624
82,60,0.0216707
82,60,0.0221248
82,44,0.00875198
82,54,0.00329578
83,38,0.00298869
83,54,0.000656593
83,0,0.0224342
83,36,0.0232493
83,36,0.0225476
83,36,0.0067318
83,38,0.0293568
83,38,0.0237513
83,38,0.0211754
83,38,0.0079576
83,38,0.0310172
83,38,0.000229896
83,53,0.0307933
83,54,0.0120101
83,54,0.00305468
83,54,0.00361784
83,60,0.000524027
83,60,0.0204817
83,60,0.00722173
83,60,0.0289492
83,60,0.0270429
83,58,0.0022144
83,60,0.0013732
84,38,0.014266
84,54,0.0165108
84,54,0.00643383
84,54,0.00564068
84,54,0.00216235
84,54,0.000123947
84,55,0.00193624
84,60,0.0151556
85,38,0.0211975
85,38,0.0150421
85,38,0.00232103
85,55,0.0220839
86,18,0.00902309
86,53,0.0120768
86,54,0.0106801
86,54,0.00306293
86,55,0.0144076
86,58,0.0120585
86,60,0.0088906
87,36,0.0160943
87,44,0.00564188
87,50,0.00194037
87,50,0.0103012
87,54,0.0057264
87,54,0.00562182
87,54,0.00851277
87,54,0.00747214
87,55,0.0143647
87,58,0.0131463
87,60,0.0124094
87,60,0.00620748
87,60,0.00102524
87,60,0.00877414
87,60,0.00299588
88,4,0.00327451
88,14,0.0073356
88,38,0.00100035
88,54,0.00334347
88,60,0.000903661
88,60,0.000690529
88,60,0.000269205
89,44,0.00232896
89,60,0.00634833
89,60,0.00242334
91,4,0.0118105
91,4,0.00795827
91,36,0.0198144
91,58,0.0182787
91,60,0.01891
91,60,0.00666628
92,54,0.0157607
92,60,0.00543748
92,60,0.0163322
93,4,0.0118951
93,36,0.00268396
93,54,0.0119672
93,54,0.0024325
93,60,0.00716228
93,60,0.00988575
93,60,0.00661053
93,60,0.00297449
94,4,0.011113
94,4,0.00599228
94,4,4.22866e-05
94,13,0.00973727
94,36,0.00786305
94,38,0.00418917
94,54,0.00154348
94,60,0.0137617
95,12,0.000645602
95,55,0.00290201
95,60,0.000650838
96,38,0.0110401
96,54,0.0107776
96,54,0.00123448
97,54,0.00569708
97,60,0.00374162
99,48,0.00189689
99,60,0.00215599
99,5,0.00872201
99,21,0.00600108
99,48,0.00132949
99,48,0.000725195
99,48,0.00600108
99,54,0.00269843
99,48,0.0173385
99,48,0.0144133
99,48,0.0298728
100,21,0.00857369
100,48,0.00857369
101,48,0.00549812
101,48,0.00496076
101,55,0.011138
102,36,0.00326083
103,23,0.00992507
103,23,0.0115231
103,53,0.00765053
103,53,0.00137569
103,53,0.007551
103,54,0.000184214
103,55,0.0111187
105,36,0.00865479
105,36,0.00836076
105,36,0.00982829
105,48,0.00784611
105,53,0.00466242
106,36,0.00994969
107,36,0.0182356
107,48,0.00235116
107,48,0.0179946
107,48,0.00883447
107,48,0.0109567
107,53,0.00902135
107,55,0.00897989
108,48,0.00535343
109,53,0.0242646
109,55,0.00172844
109,60,0.014238
110,36,0.00965912
111,23,0.0113278
113,48,0.0022487
116,23,0.000658361
116,53,0.0021676
117,60,0.00467037
118,48,0.0322107
120,60,0.00504878
122,48,0.00991126
127,49,0.00714142
127,53,0.00670199
128,53,0.00810351
129,48,0.011107
129,49,0.000107
131,55,0.00970591
132,53,0.00285128
134,48,0.00487464
136,21,0.00621393
136,36,0.0070191
136,48,0.00621393
136,54,0.00350134
137,53,0.00343788
141,54,0.0101235
141,55,0.00969546
142,23,0.0117582
142,36,0.00835532
142,60,0.00440322
143,23,0.0131155
143,44,0.00526343
143,53,0.00414939
143,54,0.0108755
143,54,0.00846122
143,54,0.0023265
144,25,0.00370799
145,55,0.0163849
145,60,0.00461818
145,60,0.0192737
146,58,0.00529558
147,23,0.013054
147,36,0.0115961
147,38,0.00931654
147,60,0.00637326
148,23,0.00465683
148,54,0.00578986
150,53,0.00174033
154,25,0.0052912
154,54,0.00516185
154,54,0.010749
154,54,0.0125
154,54,0.0125
155,23,0.0101799
155,38,0.0189979
155,41,0.0173613
155,53,0.00878472
155,53,0.00385724
155,54,0.0156938
155,54,0.0188652
155,60,0.0190029
156,2,0.00884858
156,54,0.00300015
156,60,0.00622904
157,54,0.000598729
158,36,0.00653866
158,53,0.00699699
159,9,0.000795118
159,55,0.0021973
162,54,0.00515758
162,60,0.00488658
163,49,0.00295561
164,36,0.00150764
164,53,0.00180616
165,54,0.00109124
167,10,0.00326161
167,60,0.00735876
168,4,0.0025979
171,54,0.00256766
171,55,0.00603042
172,49,0.0026394
175,55,0.0055028
176,54,0.00648794
176,55,0.00960538
178,53,0.00646515
180,5,0.00204566
180,36,0.00178048
180,36,0.00749622
180,36,0.00749622
181,36,0.000217048
182,11,0.00779368
182,36,0.0200651
182,38,0.00629991
182,38,0.0161556
182,54,0.018132
182,54,0.0155224
182,55,0.0275313
182,60,0.00400954
184,25,0.00601086
184,25,0.00584195
185,44,0.00518182
186,23,0.000478392
186,36,0.00196206
186,36,0.00196206
186,55,0.00766679
186,60,0.0109595
187,23,0.00421478
188,38,0.045192
188,49,0.0445188
188,53,0.039376
188,53,0.038801
188,60,0.029283
188,60,0.0118426
188,60,0.0180785
188,60,0.0225658
189,14,0.00498686
189,44,0.0104263
189,54,0.00731692
189,54,0.0108515
189,54,0.0017271
189,54,0.000984364
190,44,0.00548962
190,54,0.000149222
191,36,0.00238074
191,54,0.00290518
191,54,0.00107631
191,60,0.00476837
192,36,0.00340539
192,36,0.00382404
192,50,0.00239469
192,54,0.00331581
192,54,0.0156289
192,54,0.0167222
192,60,0.0149407
193,55,0.00592194
194,23,0.0115092
194,36,0.00793857
194,38,0.0283997
194,38,0.0185865
194,50,0.0156005
194,54,0.0236524
194,55,0.0201338
194,60,0.0210173
194,60,0.0185175
195,36,0.0158834
195,44,0.0211777
195,55,0.0180485
195,60,0.009493
196,36,0.02292
196,38,0.0274704
196,54,0.0191234
196,54,0.0227654
196,54,0.00651978
198,38,0.017917
198,38,0.0138335
199,36,0.0197461
199,54,0.0170167
199,60,0.0227245
200,4,0.00453406
200,4,0.00465957
200,36,0.000220753
200,44,0.00195648
200,54,0.000355448
200,60,0.0036815
201,43,0.0135654
201,44,0.0125204
201,60,0.0121466
202,25,0.00819039
202,54,0.00909678
204,31,0.0281642
204,36,0.011305
204,40,0.0302787
204,40,0.0106837
204,54,0.00819002
204,54,0.0245559
206,31,0.000458538
207,44,0.000867694
208,0,0.0154389
208,31,0.0139708
208,36,0.0131653
208,54,0.00565834
209,16,0.022875
209,28,0.0104588
209,28,0.000456411
209,36,0.0221175
209,36,0.0214764
209,44,0.0114254
209,54,0.0148885
209,54,0.0148885
209,54,0.00251183
209,54,0.00156326
209,54,0.0187608
210,16,0.0140193
210,16,0.0130441
210,44,0.0156601
210,50,0.0110273
210,54,0.0102202
210,54,0.0102202
210,54,0.000803407
211,54,0.00511927
211,54,0.00438836
213,14,0.00985585
213,38,0.0109806
213,44,0.00905829
213,54,0.00863887
213,54,0.00037196
214,50,0.00550708
215,36,0.00662882
215,54,0.0117198
215,54,0.0105702
216,7,0.011525
216,16,0.00894937
216,44,0.00716649
216,50,0.00527415
217,6,0.0340368
217,20,0.0260059
217,33,0.0397217
217,33,0.0363634
217,36,0.0230636
217,50,0.0402526
217,54,0.0408234
217,54,0.0262148
217,54,5.32102e-05
217,55,0.00808785
218,40,0.0163008
218,50,0.0142208
218,50,0.0140065
218,54,0.0181971
218,62,0.00730079
219,54,0.017885
219,54,0.017885
219,62,0.00471491
219,60,0.00213417
219,62,0.00723444
221,22,0.00178823
221,36,0.0116263
221,55,0.00869327
222,54,0.00169242
222,55,0.00177833
222,60,0.00713724
222,60,0.00962438
223,23,0.0169407
223,33,0.0173292
223,54,0.0150407
224,54,0.0107661
224,54,0.0097228
226,54,0.0023264
227,49,0.0148126
227,49,0.0085307
227,54,0.00933212
228,38,0.00381468
228,54,0.000794342
230,36,0.0102413
230,54,0.00125134
230,58,0.00989372
230,60,0.00824473
231,36,0.00473583
231,36,0.00462028
231,38,0.0230941
231,38,0.0174595
231,53,0.0123743
231,54,0.0227198
231,54,0.01523
231,54,0.00926439
231,54,0.0246017
231,54,0.020152
231,54,0.00545293
231,60,0.0174833
232,36,0.0040713
232,38,0.0102578
232,60,0.0111024
233,13,0.0099588
233,38,0.0168657
233,49,0.0179094
233,54,0.024037
233,54,0.0212385
233,55,0.0211406
233,60,0.014901
233,60,0.0065333
233,60,0.0172097
234,54,0.0329433
234,54,0.016322
234,54,0.016322
234,54,0.0019177
236,55,0.000725407
237,36,0.0099108
237,38,0.0099108
237,38,0.00745779
237,60,0.00151461
238,38,0.00808029
238,54,0.0109137
238,55,0.0123726
239,25,0.0108114
239,36,0.000249999
239,38,0.00956349
239,54,0.00976067
239,54,0.0100537
240,13,0.0337114
240,36,0.029203
240,38,0.0256318
240,54,0.0126559
240,54,0.0190805
240,54,0.0281856
240,54,0.00352139
240,54,0.0196427
240,60,0.0284578
240,60,0.029548
241,36,0.000872829
241,43,0.000973753
241,54,0.00319257
241,54,0.000482154
242,55,0.00184591
243,44,0.0119584
243,54,0.0015436
243,54,0.00463959
243,54,0.00463959
244,36,0.00993504
245,10,0.00812499
245,54,0.00872808
246,54,0.000481768
246,55,0.00658333
248,54,0.0034783
248,54,0.00309453
249,23,0.00413916
249,36,0.00391138
249,54,0.00314099
249,54,0.011593
249,54,0.00160452
252,38,0.00472865
252,49,0.0053879
255,60,0.00622912
256,54,0.00505734
256,60,0.003817
257,33,0.0150329
257,38,0.0168864
257,60,0.016068
257,60,0.0186642
257,36,0.00202157
258,36,0.0014155
258,36,0.000969222
259,33,0.0390821
259,36,0.0148822
259,43,0.0467027
259,44,0.0163627
259,44,0.0474301
259,50,0.0399665
259,54,0.0162315
259,55,0.0165034
260,14,0.0088778
260,55,0.00998719
260,55,0.0153956
261,0,0.0419712
261,44,0.00548675
261,60,0.0391836
262,13,0.00149841
263,36,0.0168872
263,36,0.0111988
263,55,0.0109586
264,11,0.0519898
264,11,0.0494794
264,14,0.0263576
264,33,0.035837
264,43,0.0509405
264,49,0.0331702
264,50,0.0484163
264,50,0.0483173
264,60,0.0467845
264,60,0.0306554
264,60,0.0141719
266,36,0.0293536
266,53,0.0308007
266,54,0.0223229
266,54,0.0290595
266,55,0.0165904
267,36,0.00880891
267,53,0.0099481
267,54,0.0073302
269,36,0.00232609
269,54,0.000841575
270,13,0.0194718
270,36,0.00471271
270,36,0.0284037
270,36,0.01884
270,49,0.000960235
270,49,0.0304834
270,53,0.0214641
270,54,0.00369261
270,54,0.0299569
270,55,0.02376
270,55,0.0466965
270,60,0.0339837
270,60,0.0386619
270,60,0.0215582
270,60,0.0425993
270,60,0.0413415
270,60,0.0341871
271,22,0.00134953
271,22,0.00363848
271,53,0.00105791
271,54,0.00399808
271,54,0.00671061
271,54,0.00671061
271,54,0.00690656
271,54,0.00518791
271,54,0.0126629
272,49,0.00124112
272,54,0.00151252
273,36,0.00637716
273,44,0.00879024
273,50,0.01046
273,54,0.000162017
274,33,0.00679497
274,33,0.00606517
274,33,0.0147733
274,36,0.00632752
274,36,0.0160523
274,50,0.0138395
274,53,0.0134096
274,54,0.00837297
274,54,0.0127151
274,54,0.0173083
274,55,0.00514421
274,55,0.0178833
274,55,0.0154786
274,55,0.0154786
274,55,0.017572
274,60,0.0066864
275,23,0.0150745
275,33,0.0136279
276,23,0.0123693
276,54,0.0101556
276,54,0.0163761
276,55,0.0165453
276,60,0.000981621
277,54,0.00226097
277,55,0.00254794
278,23,0.00599613
278,36,0.0119133
278,36,0.00436461
278,36,0.00767612
278,36,0.0126857
278,44,0.0124688
278,54,0.00332948
278,54,0.012218
278,55,0.0125245
279,38,0.0044798
279,46,4.21933e-05
279,54,0.00366555
279,55,0.0051924
279,60,0.00643417
279,60,0.00318005
280,5,0.0137152
280,36,0.0185214
280,50,0.0152099
280,54,0.00545926
280,54,0.0154092
280,54,0.0154092
280,54,0.000282236
280,55,0.0163094
282,54,0.0104937
282,54,0.0134809
282,54,0.0123851
282,54,0.00407255
282,54,0.00571039
285,54,0.00105575
286,38,0.00268004
286,54,0.00597055
287,55,0.0147633
287,55,0.00803605
289,13,0.000961157
289,38,0.00101071
289,49,0.00339733
289,54,0.00746066
289,54,0.00807764
289,54,0.00236588
289,54,0.00231633
291,4,0.0038656
291,13,0.00049512
291,38,0.0012498
292,23,0.00661162
292,36,0.0102107
292,44,0.0102896
292,50,0.00989593
292,54,0.00494469
292,54,0.00750241
292,54,0.00801608
292,54,0.0109164
292,54,0.00267056
293,49,0.00286436
294,38,0.00343401
295,20,0.00875554
295,38,0.0167004
295,54,0.0125707
295,54,0.0173411
295,54,0.0174946
297,11,0.0183685
297,33,0.0255407
297,33,0.0279995
297,36,0.000925302
297,53,0.0393578
297,44,0.0128944
297,54,8.31066e-05
297,55,0.0027134
297,55,0.0110781
298,33,0.0105009
298,33,0.0290492
298,33,0.00700132
298,54,0.0171546
298,55,0.00959935
299,31,0.0151527
299,53,0.024276
299,55,0.0381233
300,31,0.0113852
300,36,0.0269249
300,53,0.0158675
300,53,0.0306491
300,55,0.0217756
301,33,0.0041474
301,36,0.00369313
301,53,0.00238946
301,53,0.00180904
302,23,0.0131719
302,50,0.0213616
302,53,0.00457689
302,54,0.00518069
304,50,0.00662943
306,33,0.0144117
306,33,0.0025562
307,33,0.0159641
307,55,0.000887052
308,23,0.00944568
308,49,0.00724079
309,11,0.0379968
309,23,0.0196948
309,33,0.046482
309,33,0.00121992
309,36,0.00489101
309,36,0.0354579
309,44,0.00219028
312,55,0.00914302
312,60,0.000265667
314,48,0.0024902
320,36,0.0262182
320,47,0.0202054
320,57,0.0272106
320,57,0.0272106
321,0,0.0122851
321,0,0.0115726
321,13,0.0104368
321,15,0.00318306
321,31,0.00993368
321,33,0.00683966
321,50,0.00264958
322,14,0.00172974
322,16,0.00368662
322,16,0.00203815
322,16,0.00278156
322,16,0.00168506
322,16,0.00201405
322,18,0.00282623
322,40,0.0018524
322,44,0.00558786
322,50,0.00461402
322,50,0.00273512
323,7,0.0403647
325,36,0.0365669
325,50,0.0338834
325,53,0.0124167
325,55,0.00943822
326,18,0.040535
326,33,0.0115533
326,36,0.0180841
326,36,0.0291723
326,60,0.0152598
327,0,0.0294576
327,33,0.0164402
327,55,0.0347628
327,61,0.0206022
327,61,0.0288994
332,60,0.0186141
333,44,0.00243868
334,55,0.00585827
337,11,0.000557581
337,11,0.0018543
337,16,0.00187637
337,16,0.000763071
337,29,0.0119433
337,31,0.00583827
337,31,0.00619098
337,31,0.0018543
337,40,0.000585167
337,40,0.00574932
337,40,0.00357546
337,43,0.00225667
337,54,0.00724843
337,57,0.00302278
337,57,0.0011182
337,60,0.00724843
338,8,0.0102302
338,31,0.0142681
338,31,0.00416102
338,31,0.000546364
338,31,0.00171508
338,36,0.00140153
339,50,0.00520504
339,53,0.000404542
339,53,0.00828195
339,55,0.00537254
340,10,0.0114684
340,38,0.011956
340,41,0.0105979
340,53,0.00734992
340,53,0.00534015
340,60,0.00765597
342,16,0.00975572
342,38,0.00093719
342,38,0.00116495
342,60,0.00859484
344,4,0.0132999
344,50,0.0239368
344,50,0.0172698
344,54,0.00293293
344,60,0.00203707
345,0,0.00489176
345,14,0.00572881
345,43,0.000465582
346,11,0.0029573
346,11,0.0029573
346,16,0.001207
346,16,0.0029573
346,16,0.00261338
346,16,0.00126846
346,16,0.00279778
346,40,0.00147042
346,44,0.00221532
346,50,0.00249923
346,50,0.00204117
346,16,0.013342
346,16,0.0115356
346,16,0.017234
346,16,0.0192755
346,38,0.0128049
346,40,0.0174148
346,40,0.0114048
346,40,0.0117179
346,40,0.0181365
346,40,0.0158876
346,50,0.0114137
346,50,0.00873863
346,50,0.0148706
346,54,0.0137338
346,55,0.0148855
348,21,0.0034665
348,54,0.00185875
348,60,0.00284263
351,53,0.00321616
351,53,0.00998348
351,53,0.00843854
353,11,0.000775166
353,30,0.000302891
353,36,0.00504497
353,60,0.000546865
353,60,0.00389041
354,36,0.000930171
354,36,0.000610603
354,40,0.00500055
354,50,0.00033477
354,54,0.00210683
354,60,0.00268606
354,60,0.00250896
355,38,0.0165798
355,38,0.0193827
355,44,0.0127169
355,50,0.0178208
355,53,0.00194547
355,54,0.00811261
355,54,0.0207822
355,55,0.00620605
356,33,0.00180796
356,44,0.00627134
356,53,0.00699719
356,54,0.0267071
356,54,0.0264347
356,55,0.0118373
356,58,0.0308066
356,58,0.0157765
356,60,0.0250868
356,60,0.0180258
356,60,0.0122148
357,14,0.0414994
357,23,0.0451228
357,53,0.0229044
357,53,0.0389367
357,54,0.0179856
357,54,0.00383022
357,60,0.03145
358,36,0.011412
358,54,0.0138678
358,54,0.0109277
359,36,0.0147255
359,38,0.0238245
359,53,0.0291826
359,60,1.52197e-05
360,54,0.016778
361,36,0.00297279
363,23,0.00668124
363,23,0.0120831
363,53,0.0138129
363,53,0.032852
363,53,0.00558265
363,53,0.0159258
363,55,0.00473685
364,21,0.0234523
364,23,0.0367163
364,33,0.042098
364,36,0.0361776
364,48,0.0234523
364,53,0.0467652
364,54,0.043695
364,54,0.000415801
364,54,0.0121932
364,54,0.0191787
364,60,0.00640132
365,21,0.0169141
365,21,0.0271055
365,44,0.00629718
365,54,0.0166879
365,5,0.0286019
365,36,0.0245232
365,54,0.0140734
365,54,0.00123336
365,55,0.015585
367,21,0.0146785
367,36,0.00862061
367,48,0.0266045
368,36,0.00400255
370,18,0.00596561
370,33,0.00363403
371,23,0.00391506
372,36,0.00895728
372,54,0.0141887
373,21,0.00488197
373,48,0.00488197
373,48,0.00536327
374,36,0.00191148
374,48,0.00842465
374,53,0.00874479
374,54,0.0051674
376,21,0.00407796
377,48,0.0254932
379,48,0.0107501
380,44,0.00801871
380,53,0.00857
381,13,0.00642555
385,36,0.0256465
385,54,0.00847993
385,54,0.00779089
385,54,0.00559512
387,11,0.00317268
387,11,0.0039317
387,16,0.00689023
387,16,0.00311136
387,36,0.000415478
387,43,0.000502256
387,60,0.00310211
388,1,0.000862329
388,10,0.00663917
388,10,0.00460873
388,19,0.0105943
388,55,0.00686996
388,55,0.00967469
388,1,0.00605473
388,10,0.00940766
388,10,0.00734726
388,36,0.0123653
388,40,0.00120368
388,47,0.00556991
388,55,0.00278729
388,58,0.00589991
388,58,0.00248039
388,1,0.0156791
388,41,0.00490757
388,41,0.00144322
388,55,0.00466256
388,55,0.0107816
389,10,0.00167281
389,19,0.0206978
389,34,0.00642912
389,55,0.0222976
389,55,0.0258217
389,55,0.00686268
389,55,0.0167079
390,5,0.00670813
390,34,0.0025252
390,55,0.00636795
390,55,0.00807969
391,5,0.0061556
391,19,0.00522923
391,34,0.0160328
391,36,0.00676135
391,41,0.0149253
391,49,0.00687405
391,49,0.0150447
391,55,0.0058041
391,55,0.0188834
391,60,0.0132408
392,2,0.0077676
392,13,0.000228936
393,55,0.00364487
394,18,0.00874736
394,33,0.00349513
394,45,0.00637169
395,14,0.0226166
395,33,0.02273
395,33,0.0126497
395,33,0.00286901
395,36,0.0231713
395,44,0.0203751
395,58,0.0233286
396,18,0.00642764
396,36,0.0029632
397,23,0.0266913
397,33,0.0376331
397,33,0.0399155
397,40,0.0265601
397,44,0.0132832
398,33,0.0130007
398,33,0.0163096
398,55,0.00366066
399,11,0.0232509
399,23,0.01088
399,23,0.0179348
399,23,0.00677924
399,33,0.00580158
399,36,0.0253373
399,44,0.0146569
399,49,0.0224039
399,59,0.0238878
400,49,0.00976828
401,16,0.00179993
401,40,0.000905613
401,43,0.000456977
401,55,0.00681658
403,11,0.0113023
403,11,0.0103581
403,12,0.00100539
403,16,0.0064982
403,16,0.00983728
403,16,0.010324
403,16,0.00558318
403,33,0.0109494
403,40,0.00367027
403,44,0.0108448
403,50,0.00542737
403,50,0.00960853
404,12,0.00157976
405,44,0.00656587
405,44,0.0109345
407,12,0.015974
407,60,0.00167282
408,50,0.0240029
409,50,0.0208949
409,60,0.0126928
409,60,0.0118882
409,60,0.00192377
410,44,0.0067756
411,11,0.00244433
411,11,0.00244433
411,21,0.00317389
411,50,0.00656442
411,55,0.00490975
412,0,0.0472816
412,21,0.0348313
412,21,0.0245833
412,21,0.00278157
412,44,0.0390849
412,48,0.0487961
412,48,0.0357979
412,48,0.0245683
412,49,0.0289309
412,54,0.016193
412,54,0.0102919
412,55,0.0466484
413,14,0.0781858
413,21,0.05778
413,21,0.0213827
413,21,0.0123736
413,21,0.00633516
413,33,0.0519883
413,33,0.0213827
413,33,0.00847641
413,36,0.0823316
413,36,0.0823636
413,36,0.0794862
413,36,0.0588942
413,36,0.0461421
413,36,0.0441805
413,36,0.0397382
413,36,0.0240922
413,36,0.0197857
413,36,0.0174869
413,36,0.00124978
413,40,0.00911946
413,44,0.0681492
413,44,0.0193181
413,48,0.0113495
413,50,0.0711435
413,55,0.0698505
413,55,0.0594814
413,55,0.0355045
413,55,0.0349961
413,55,0.0329808
413,60,0.0693492
413,60,0.0586933
413,60,0.0223649
414,21,0.00276614
414,60,0.0106444
414,60,0.00631614
415,36,0.00547338
415,36,0.0231482
415,36,0.0062102
415,36,0.0219968
415,41,0.0240632
415,50,0.00937013
415,53,0.0313603
415,53,0.0267371
415,53,0.0309687
415,53,0.0121777
415,55,0.0171152
415,60,0.0243604
415,60,0.0131498
416,36,0.0200237
416,36,0.00335247
416,41,0.0230237
416,55,0.0146348
416,60,0.0242129
417,53,0.000271208
418,54,0.0114926
419,11,0.00434426
419,23,0.0114448
419,36,0.0214627
419,36,0.00583795
419,53,0.0132924
419,56,0.0212004
419,58,0.013699
420,36,0.0279297
420,36,0.0241091
420,36,0.000630128
420,41,0.0182483
420,53,0.0331918
420,53,0.00786409
420,54,0.00720826
420,55,0.0274407
420,55,0.0102858
420,55,0.0210392
420,58,0.0370554
421,23,0.0108558
421,36,0.0167574
421,36,0.00760206
421,36,0.00763748
421,36,0.00463515
421,36,0.00353125
421,55,0.017541
421,58,0.023878
422,53,0.00785764
423,53,0.0107089
424,23,0.00702119
424,55,0.00421681
425,53,0.0136939
426,36,0.00368244
426,55,0.00448442
430,36,0.00512455
