id,cat_name,long,lat
102,airport,-117.01833,34.89333
103,airport,-117.0225,33.73389
104,airport,-117.02306,32.61944
105,airport,-117.02639,34.45444
106,airport,-117.05639,32.99806
107,airport,-117.07139,33.50694
108,airport,-117.07361,34.035
109,airport,-117.08056,34.56083
110,airport,-117.08167,32.68389
111,airport,-117.08472,32.59389
112,airport,-117.09222,33.25889
113,airport,-117.0975,32.71972
114,airport,-117.11,33.64556
115,airport,-117.11194,32.56639
116,airport,-117.12806,33.57611
117,airport,-117.13111,34.85306
118,airport,-117.13694,34.85667
119,airport,-117.14028,32.81583
120,airport,-117.14444,34.08472
121,airport,-117.14472,32.725
122,airport,-117.145,34.22833
123,airport,-117.15056,32.71528
124,airport,-117.15639,32.77083
125,airport,-117.15917,36.60389
126,airport,-117.16028,32.75111
127,airport,-117.16806,34.26528
128,airport,-117.16889,32.82306
129,airport,-117.1725,34.60194
130,airport,-117.18611,34.57889
131,airport,-117.1875,32.73333
132,airport,-117.19167,33.56194
133,airport,-117.20472,32.90139
134,airport,-117.2125,32.87389
135,airport,-117.21833,33.76083
136,airport,-117.23,33.78778
137,airport,-117.23444,34.09528
138,airport,-117.23722,33.5925
139,airport,-117.23861,33.565
140,airport,-117.23972,33.56556
141,airport,-117.2425,32.90889
142,airport,-117.25083,32.9
143,airport,-117.25083,33.35417
144,airport,-117.26444,34.05
145,airport,-117.26667,34.58361
146,airport,-117.2675,34.12778
147,airport,-117.26778,34.54278
148,airport,-117.27194,34.10333
149,airport,-117.28028,33.12806
150,airport,-117.29111,33.18528
151,airport,-117.29778,33.63278
152,airport,-117.30222,34.82722
153,airport,-117.305,33.50278
154,airport,-117.31528,34.14167
155,airport,-117.31583,34.37722
156,airport,-117.32167,34.13056
157,airport,-117.32722,35.81222
158,airport,-117.335,34.00806
159,airport,-117.35083,34.71194
160,airport,-117.35194,33.21778
161,airport,-117.37,34.36861
162,airport,-117.375,33.97917
163,airport,-117.37583,33.9825
164,airport,-117.40139,34.12917
165,airport,-117.41056,33.98972
166,airport,-117.42194,34.14694
167,airport,-117.42389,33.85306
168,airport,-117.43194,34.0725
169,airport,-117.43333,34.10167
170,airport,-117.43639,34.54778
171,airport,-117.445,33.95167
172,airport,-117.46056,34.53722
173,airport,-117.49667,34.75778
174,airport,-117.55361,34.56917
175,airport,-117.5675,33.87306
176,airport,-117.59111,33.61333
177,airport,-117.5975,33.89361
178,airport,-117.60111,34.05583
179,airport,-117.60222,33.8975
180,airport,-117.605,34.62472
181,airport,-117.60694,35.00333
182,airport,-117.6075,33.55444
183,airport,-117.63361,35.59111
184,airport,-117.63667,33.975
185,airport,-117.65333,34.62972
186,airport,-117.66639,33.56056
187,airport,-117.67139,35.64083
188,airport,-117.67167,35.61028
189,airport,-117.67389,34.56528
190,airport,-117.68639,34.11139
191,airport,-117.70833,35.03028
192,airport,-117.71,33.60806
193,airport,-117.72639,33.57222
194,airport,-117.74917,34.50222
195,airport,-117.76194,34.515
196,airport,-117.78111,36.80694
197,airport,-117.78167,34.09139
198,airport,-117.79333,34.0525
199,airport,-117.79972,34.10444
200,airport,-117.82361,34.49056
201,airport,-117.82583,34.58861
202,airport,-117.82944,35.65861
203,airport,-117.83167,33.69389
204,airport,-117.83694,33.67778
205,airport,-117.8375,33.69333
206,airport,-117.84611,33.67278
207,airport,-117.84833,33.91806
208,airport,-117.85,33.84806
209,airport,-117.8575,33.67056
210,airport,-117.865,33.78167
211,airport,-117.86528,33.68444
212,airport,-117.86778,33.75361
213,airport,-117.86806,33.67556
214,airport,-117.86917,34.13333
215,airport,-117.87722,33.62639
216,airport,-117.87778,33.68806
217,airport,-117.88222,33.86111
218,airport,-117.89028,33.78861
219,airport,-117.90194,33.82722
220,airport,-117.90417,33.66306
221,airport,-117.91694,33.69389
222,airport,-117.91694,33.865
223,airport,-117.9175,33.76694
224,airport,-117.92833,34.01972
225,airport,-117.92944,33.62417
226,airport,-117.93583,33.715
227,airport,-117.93694,34.00417
228,airport,-117.95917,34.02444
229,airport,-117.96417,33.87833
230,airport,-117.965,33.88083
231,airport,-117.965,34.02806
232,airport,-117.96528,34.86389
233,airport,-117.97972,33.87194
234,airport,-117.99861,36.28139
235,airport,-118,33.74528
236,airport,-118.00028,33.67778
237,airport,-118.00139,33.695
238,airport,-118.01389,35.15167
239,airport,-118.02833,33.67917
240,airport,-118.03444,33.74722
241,airport,-118.03472,34.08583
242,airport,-118.0425,34.13333
243,airport,-118.04444,33.66222
244,airport,-118.05194,36.58806
245,airport,-118.05278,34.01389
246,airport,-118.05917,34.69972
247,airport,-118.06194,33.66167
248,airport,-118.06972,33.91333
249,airport,-118.07167,34.07083
250,airport,-118.07306,33.91361
251,airport,-118.08028,35.98972
252,airport,-118.08361,33.82611
253,airport,-118.08472,33.75778
254,airport,-118.0875,33.75694
255,airport,-118.09333,33.755
256,airport,-118.09528,36.02194
257,airport,-118.10139,34.71556
258,airport,-118.11583,34.48583
259,airport,-118.1175,33.56389
260,airport,-118.11944,33.77583
261,airport,-118.12639,33.92333
262,airport,-118.12889,33.5825
263,airport,-118.13333,33.85083
264,airport,-118.14556,34.64722
265,airport,-118.14611,33.80722
266,airport,-118.14917,34.08083
267,airport,-118.15056,34.12389
268,airport,-118.15083,35.05806
269,airport,-118.15139,33.8175
270,airport,-118.15361,34.03778
271,airport,-118.15361,34.13361
272,airport,-118.16056,33.98667
273,airport,-118.16972,34.94222
274,airport,-118.17083,34.17278
275,airport,-118.17083,34.20472
276,airport,-118.17389,34.19722
277,airport,-118.18583,33.77889
278,airport,-118.18722,33.80833
279,airport,-118.19472,33.755
280,airport,-118.19944,33.76472
281,airport,-118.19944,33.77778
282,airport,-118.20167,34.05389
283,airport,-118.2025,33.93028
284,airport,-118.20472,34.65056
285,airport,-118.205,36.81361
286,airport,-118.20917,34.87056
287,airport,-118.21278,34.00083
288,airport,-118.2175,34.20417
289,airport,-118.21889,34.74083
290,airport,-118.22833,34.03972
291,airport,-118.22917,34.05444
292,airport,-118.23,34.15167
293,airport,-118.23028,34.06028
294,airport,-118.23083,35.38111
295,airport,-118.23556,34.05806
296,airport,-118.24111,34.05222
297,airport,-118.2425,34.05111
298,airport,-118.2425,34.05417
299,airport,-118.24361,33.89
300,airport,-118.24472,34.05194
301,airport,-118.24556,34.05861
302,airport,-118.24611,34.05056
303,airport,-118.24694,34.04333
304,airport,-118.24917,34.04444
305,airport,-118.25083,34.06222
306,airport,-118.25333,34.04917
307,airport,-118.25333,34.05361
308,airport,-118.25444,34.04778
309,airport,-118.25444,34.15722
310,airport,-118.25583,34.05278
311,airport,-118.25611,34.04028
312,airport,-118.25639,34.15556
313,airport,-118.25694,34.05139
314,airport,-118.25806,34.03722
315,airport,-118.25917,34.04917
316,airport,-118.25944,34.07778
317,airport,-118.26139,34.05556
318,airport,-118.26167,33.83417
319,airport,-118.2625,34.04639
320,airport,-118.26444,34.05361
321,airport,-118.265,34.05444
322,airport,-118.27167,34.04167
323,airport,-118.2725,34.06389
324,airport,-118.27472,33.74917
325,airport,-118.27583,33.73194
326,airport,-118.27722,33.85639
327,airport,-118.2775,34.79389
328,airport,-118.2825,34.10333
329,airport,-118.28306,34.69444
330,airport,-118.28472,34.1575
331,airport,-118.2875,34.43806
332,airport,-118.28806,34.28944
333,airport,-118.29028,34.09611
334,airport,-118.29028,34.09639
335,airport,-118.29111,34.06194
336,airport,-118.29222,34.06972
337,airport,-118.30167,34.90528
338,airport,-118.31056,33.73861
339,airport,-118.31194,33.33833
340,airport,-118.3125,33.85639
341,airport,-118.31278,33.90611
342,airport,-118.31278,34.50389
343,airport,-118.31611,33.34167
344,airport,-118.32889,34.15556
345,airport,-118.33139,34.15361
346,airport,-118.335,33.92278
347,airport,-118.33944,33.80333
348,airport,-118.33972,33.84361
349,airport,-118.3425,34.04694
350,airport,-118.35222,34.0625
351,airport,-118.35833,34.20056
352,airport,-118.36278,33.92222
353,airport,-118.36694,37.37444
354,airport,-118.3675,37.36556
355,airport,-118.37583,34.08333
356,airport,-118.37722,34.07389
357,airport,-118.38083,33.95333
358,airport,-118.38139,33.85278
359,airport,-118.38222,33.98
360,airport,-118.38278,33.89694
361,airport,-118.38389,34.28111
362,airport,-118.38472,33.9325
363,airport,-118.38833,33.76056
364,airport,-118.39361,33.73694
365,airport,-118.395,33.91694
366,airport,-118.39694,33.93028
367,airport,-118.39806,33.93028
368,airport,-118.40083,34.83167
369,airport,-118.40556,35.70528
370,airport,-118.40694,34.12667
371,airport,-118.40806,33.9425
372,airport,-118.4125,34.97722
373,airport,-118.41333,34.25972
374,airport,-118.41444,34.38139
375,airport,-118.41583,33.40472
376,airport,-118.4175,34.06083
377,airport,-118.41917,35.71917
378,airport,-118.41944,34.29111
379,airport,-118.41972,35.72806
380,airport,-118.42222,35.10083
381,airport,-118.42306,35.10083
382,airport,-118.42417,33.96611
383,airport,-118.42694,33.91417
384,airport,-118.4325,34.0625
385,airport,-118.43972,35.13528
386,airport,-118.44194,34.03611
387,airport,-118.4425,34.065
388,airport,-118.44361,34.05889
389,airport,-118.44472,34.04472
390,airport,-118.445,34.04778
391,airport,-118.4475,34.18333
392,airport,-118.44944,34.16
393,airport,-118.45,33.98444
394,airport,-118.45111,34.01556
395,airport,-118.4525,34.03306
396,airport,-118.45556,34.04889
397,airport,-118.46139,34.27972
398,airport,-118.46444,34.305
399,airport,-118.47611,37.20194
400,airport,-118.47667,34.56583
401,airport,-118.48306,35.39806
402,airport,-118.4875,34.96278
403,airport,-118.48972,34.20972
404,airport,-118.49056,34.13083
405,airport,-118.5,35.40694
406,airport,-118.50806,33.43222
407,airport,-118.52611,34.14167
408,airport,-118.53139,34.25694
409,airport,-118.53306,34.22
410,airport,-118.54722,34.19389
411,airport,-118.55167,34.41583
412,airport,-118.5525,34.39833
413,airport,-118.56556,34.23861
414,airport,-118.56917,34.23889
415,airport,-118.59444,34.16861
416,airport,-118.595,34.17556
417,airport,-118.59528,34.46639
418,airport,-118.59806,35.11361
419,airport,-118.59917,34.17889
420,airport,-118.59944,34.51722
421,airport,-118.62583,34.2375
422,airport,-118.64694,34.06194
423,airport,-118.68806,34.03722
424,airport,-118.69389,34.04444
425,airport,-118.69611,34.23778
426,airport,-118.69806,34.15028
427,airport,-118.71778,34.26861
428,airport,-118.73167,34.7675
429,airport,-118.80222,36.14972
430,airport,-118.8175,34.14167
431,airport,-118.83333,35.25667
432,airport,-118.83417,36.49556
433,airport,-118.83528,34.24667
434,airport,-118.83861,37.62389
435,airport,-118.84889,37.62722
436,airport,-118.85278,35.40639
437,airport,-118.85306,34.04167
438,airport,-118.855,35.17972
439,airport,-118.8675,34.08333
440,airport,-118.88222,34.2075
441,airport,-118.90861,34.19722
442,airport,-118.91444,34.98889
443,airport,-118.91611,34.19583
444,airport,-118.91778,34.15806
445,airport,-118.96889,35.38389
446,airport,-118.99583,35.32472
447,airport,-119.00611,35.39083
448,airport,-119.01972,35.38333
449,airport,-119.04556,35.26306
450,airport,-119.05,36.16222
451,airport,-119.05667,35.43333
452,airport,-119.05889,34.76083
453,airport,-119.06111,34.34694
454,airport,-119.0625,36.02944
455,airport,-119.09417,34.21361
456,airport,-119.10639,37.95806
457,airport,-119.10722,36.39861
458,airport,-119.1275,35.59639
459,airport,-119.12861,36.90611
460,airport,-119.13694,36.7175
461,airport,-119.14944,36.24278
462,airport,-119.15778,34.21667
463,airport,-119.18389,35.79278
464,airport,-119.18556,34.20556
465,airport,-119.19139,35.50583
466,airport,-119.19472,35.36778
467,airport,-119.20278,34.20222
468,airport,-119.20694,34.20056
469,airport,-119.22194,38.26333
470,airport,-119.23,35.79083
471,airport,-119.23056,38.25306
472,airport,-119.23639,35.74556
473,airport,-119.25139,37.20083
474,airport,-119.25556,37.3475
475,airport,-119.25694,34.27472
476,airport,-119.28778,38.27222
477,airport,-119.30694,35.10583
478,airport,-119.30806,35.96028
479,airport,-119.30917,36.79194
480,airport,-119.31556,36.4425
481,airport,-119.31611,36.54
482,airport,-119.31889,36.44833
483,airport,-119.32611,36.15611
484,airport,-119.35361,35.61944
485,airport,-119.37639,35.70389
486,airport,-119.39278,36.31861
487,airport,-119.40472,36.70889
488,airport,-119.41,35.05417
489,airport,-119.43583,36.76694
490,airport,-119.44111,35.14083
491,airport,-119.44861,36.66694
492,airport,-119.44972,36.66611
493,airport,-119.45083,35.13861
494,airport,-119.45167,34.93528
495,airport,-119.46333,36.60667
496,airport,-119.47861,35.3525
497,airport,-119.48417,37.06472
498,airport,-119.48861,35.69139
499,airport,-119.51,36.84972
500,airport,-119.5175,37.09972
501,airport,-119.52583,34.92194
502,airport,-119.5425,36.08861
503,airport,-119.54306,36.26694
504,airport,-119.55444,36.73194
505,airport,-119.55944,36.59889
506,airport,-119.56111,34.33278
507,airport,-119.56778,36.56583
508,airport,-119.58889,34.28639
509,airport,-119.59472,36.10222
510,airport,-119.59972,35.68667
511,airport,-119.60417,34.33083
512,airport,-119.6175,36.39972
513,airport,-119.62861,36.31833
514,airport,-119.63972,36.58306
515,airport,-119.64056,36.275
516,airport,-119.64667,36.04556
517,airport,-119.65833,36.58139
518,airport,-119.65944,36.32972
519,airport,-119.66333,36.86083
520,airport,-119.66833,36.82361
521,airport,-119.67,36.52111
522,airport,-119.68611,35.62333
523,airport,-119.68833,34.93722
524,airport,-119.71806,36.77611
525,airport,-119.72139,36.67306
526,airport,-119.72194,35.46778
527,airport,-119.73861,36.70417
528,airport,-119.75361,36.73694
529,airport,-119.75972,36.71917
530,airport,-119.76389,36.51417
531,airport,-119.76611,38.73583
532,airport,-119.78556,36.91417
533,airport,-119.80944,34.43333
534,airport,-119.81333,36.16
535,airport,-119.81972,36.73222
536,airport,-119.825,36.33306
537,airport,-119.82528,36.8475
538,airport,-119.84028,34.42611
539,airport,-119.84083,36.20389
540,airport,-119.84944,36.15667
541,airport,-119.85278,34.01972
542,airport,-119.86194,37.34028
543,airport,-119.87028,36.84
544,airport,-119.88139,35.64889
545,airport,-119.88417,36.46639
546,airport,-119.88833,36.12056
547,airport,-119.90583,34.38944
548,airport,-119.91194,34.43
549,airport,-119.91306,37.11778
550,airport,-119.915,34.06056
551,airport,-119.98556,36.13167
552,airport,-119.98778,37.12056
553,airport,-119.99528,38.89361
554,airport,-120,35.31361
555,airport,-120.00083,38.84139
556,airport,-120.00389,41.16889
557,airport,-120.00917,35.63611
558,airport,-120.01333,34.58722
559,airport,-120.03,36.71222
560,airport,-120.03972,38.45861
561,airport,-120.04167,37.51056
562,airport,-120.04194,41.3075
563,airport,-120.06528,34.62194
564,airport,-120.07556,34.60667
565,airport,-120.08417,38.14417
566,airport,-120.08611,36.20083
567,airport,-120.10083,34.38833
568,airport,-120.11,36.33861
569,airport,-120.11194,36.98556
570,airport,-120.12139,34.39056
571,airport,-120.13528,36.70333
572,airport,-120.13944,39.32
573,airport,-120.14222,36.00389
574,airport,-120.14361,37.05694
575,airport,-120.14667,41.87611
576,airport,-120.16,39.08639
577,airport,-120.16611,41.5525
578,airport,-120.17722,36.90528
579,airport,-120.17833,37.86139
580,airport,-120.17861,40.13861
581,airport,-120.19333,37.88
582,airport,-120.2,39.32389
583,airport,-120.2375,36.24778
584,airport,-120.2425,36.94139
585,airport,-120.24667,37.11222
586,airport,-120.24722,36.33583
587,airport,-120.25083,36.58306
588,airport,-120.26528,36.42472
589,airport,-120.27611,37.19083
590,airport,-120.29389,37.34972
591,airport,-120.29944,38.95139
592,airport,-120.33861,35.59472
593,airport,-120.35278,38.19139
594,airport,-120.35417,39.58083
595,airport,-120.35556,39.81806
596,airport,-120.36028,36.16028
597,airport,-120.36639,40.80306
598,airport,-120.37111,36.75778
599,airport,-120.37806,37.0725
600,airport,-120.3975,37.52333
601,airport,-120.40333,37.3425
602,airport,-120.41194,38.03444
603,airport,-120.4125,34.95056
604,airport,-120.41444,38.03028
605,airport,-120.42472,34.94306
606,airport,-120.43111,34.98333
607,airport,-120.43833,39.65111
608,airport,-120.45722,34.89889
609,airport,-120.45778,34.98806
610,airport,-120.46444,36.85972
611,airport,-120.46444,36.99833
612,airport,-120.46611,37.08028
613,airport,-120.46667,34.66556
614,airport,-120.47694,38.3275
615,airport,-120.47861,37.23167
616,airport,-120.50083,37.08861
617,airport,-120.51361,37.28444
618,airport,-120.525,35.40472
619,airport,-120.52583,41.24
620,airport,-120.5325,41.32694
621,airport,-120.53611,38.76
622,airport,-120.54111,38.08306
623,airport,-120.54833,35.66889
624,airport,-120.54861,38.76833
625,airport,-120.55417,37.85944
626,airport,-120.56528,41.48278
627,airport,-120.56583,37.04972
628,airport,-120.56583,39.46222
629,airport,-120.56667,37.06528
630,airport,-120.56694,37.37861
631,airport,-120.57278,40.37667
632,airport,-120.58972,35.185
633,airport,-120.605,37.33444
634,airport,-120.62194,35.10111
635,airport,-120.62694,35.67278
636,airport,-120.63,36.96222
637,airport,-120.64222,35.23694
638,airport,-120.64722,34.455
639,airport,-120.64806,38.14611
640,airport,-120.66056,35.25222
641,airport,-120.66389,41.52222
642,airport,-120.6675,36.89972
643,airport,-120.67417,38.1925
644,airport,-120.68167,34.46889
645,airport,-120.68417,41.41222
646,airport,-120.69667,37.48722
647,airport,-120.70306,34.49472
648,airport,-120.70917,39.27472
649,airport,-120.7175,38.74194
650,airport,-120.71917,35.55472
651,airport,-120.73111,38.69611
652,airport,-120.73417,38.79972
653,airport,-120.7425,35.32639
654,airport,-120.75306,38.72417
655,airport,-120.76833,40.65028
656,airport,-120.79389,38.37667
657,airport,-120.79722,35.56806
658,airport,-120.8,37.75611
659,airport,-120.82694,38.69472
660,airport,-120.83417,38.84972
661,airport,-120.83917,37.51194
662,airport,-120.84389,37.47056
663,airport,-120.84861,35.64528
664,airport,-120.86444,38.92083
665,airport,-120.8675,37.32472
666,airport,-120.86917,37.06278
667,airport,-120.86944,35.95639
668,airport,-120.88778,38.43972
669,airport,-120.88972,37.72333
670,airport,-120.89889,38.75389
671,airport,-120.9075,36.02583
672,airport,-120.92222,38.81722
673,airport,-120.92306,38.26361
674,airport,-120.92722,37.38806
675,airport,-120.93,40.13306
676,airport,-120.93139,38.25611
677,airport,-120.94667,39.94361
678,airport,-120.95083,39.98306
679,airport,-120.95389,41.18694
680,airport,-120.95417,37.62556
681,airport,-120.95917,39.94028
682,airport,-120.96306,37.2625
683,airport,-120.96472,37.84556
684,airport,-120.97306,38.33722
685,airport,-120.98694,38.68389
686,airport,-121.00222,39.22389
687,airport,-121.01472,38.43028
688,airport,-121.01528,37.935
689,airport,-121.035,40.30639
690,airport,-121.05083,39.23306
691,airport,-121.05278,38.93444
692,airport,-121.05639,39.11361
693,airport,-121.05917,39.19972
694,airport,-121.075,38.46889
695,airport,-121.075,38.88778
696,airport,-121.07583,39.32472
697,airport,-121.08167,38.9525
698,airport,-121.10222,38.48861
699,airport,-121.11,35.6075
700,airport,-121.11833,38.00333
701,airport,-121.12056,36.22944
702,airport,-121.12361,41.13944
703,airport,-121.12583,37.05806
704,airport,-121.12583,38.01361
705,airport,-121.13139,36.20806
706,airport,-121.135,36.51
707,airport,-121.16139,37.64028
708,airport,-121.16889,38.10944
709,airport,-121.16917,37.46833
710,airport,-121.17139,38.42667
711,airport,-121.17583,38.8275
712,airport,-121.18639,36.32806
713,airport,-121.19833,37.66778
714,airport,-121.20472,37.54778
715,airport,-121.2075,38.06722
716,airport,-121.21472,39.22056
717,airport,-121.21889,38.65722
718,airport,-121.21944,38.13444
719,airport,-121.22,36.44694
720,airport,-121.22194,38.23028
721,airport,-121.22722,38.42333
722,airport,-121.22861,37.97944
723,airport,-121.23472,38.41056
724,airport,-121.235,36.46639
725,airport,-121.23806,37.89389
726,airport,-121.23861,40.28722
727,airport,-121.24083,40.2875
728,airport,-121.24306,40.28833
729,airport,-121.25083,38.30389
730,airport,-121.25444,38.28278
731,airport,-121.26333,38.60333
732,airport,-121.26806,38.20278
733,airport,-121.26917,38.20222
734,airport,-121.28417,39.96639
735,airport,-121.28472,37.8875
736,airport,-121.28667,38.12222
737,airport,-121.29111,39.45528
738,airport,-121.29944,37.67889
739,airport,-121.30333,38.33417
740,airport,-121.31,36.36306
741,airport,-121.31472,38.43583
742,airport,-121.31611,38.08389
743,airport,-121.31944,38.03167
744,airport,-121.3275,37.67028
745,airport,-121.33194,38.39361
746,airport,-121.33472,38.72417
747,airport,-121.33694,36.87139
748,airport,-121.35111,38.90889
749,airport,-121.35917,38.09139
750,airport,-121.35917,39.29972
751,airport,-121.35917,39.32472
752,airport,-121.35917,41.88722
753,airport,-121.37,36.46694
754,airport,-121.37278,38.79194
755,airport,-121.37944,38.5475
756,airport,-121.38917,38.72889
757,airport,-121.40694,36.89
758,airport,-121.41972,39.19222
759,airport,-121.42944,38.30472
760,airport,-121.43306,41.01861
761,airport,-121.43722,38.34111
762,airport,-121.44167,37.68889
763,airport,-121.44528,38.67583
764,airport,-121.45222,38.55444
765,airport,-121.45639,38.00389
766,airport,-121.46528,36.95306
767,airport,-121.4675,39.56639
768,airport,-121.48417,38.86639
769,airport,-121.49111,36.62611
770,airport,-121.49333,38.5125
771,airport,-121.50778,38.44278
772,airport,-121.515,38.63806
773,airport,-121.51889,38.76917
774,airport,-121.52944,38.83472
775,airport,-121.53417,38.21639
776,airport,-121.54306,38.21306
777,airport,-121.545,38.59139
778,airport,-121.56028,38.59861
779,airport,-121.56139,38.84
780,airport,-121.56278,38.75389
781,airport,-121.56917,39.15917
782,airport,-121.56972,39.0975
783,airport,-121.57139,37.03556
784,airport,-121.5725,38.74694
785,airport,-121.58028,39.46
786,airport,-121.58417,38.79139
787,airport,-121.585,38.75917
788,airport,-121.59056,38.69528
789,airport,-121.59667,37.08167
790,airport,-121.60611,36.66306
791,airport,-121.60889,39.12639
792,airport,-121.61611,39.70944
793,airport,-121.61694,36.66972
794,airport,-121.61944,39.48972
795,airport,-121.63694,37.83583
796,airport,-121.63833,39.22472
797,airport,-121.64972,40.89444
798,airport,-121.65917,37.98722
799,airport,-121.65972,36.7
800,airport,-121.68889,38.17083
801,airport,-121.69333,37.66111
802,airport,-121.69389,39.28583
803,airport,-121.69583,39.45944
804,airport,-121.70083,38.81639
805,airport,-121.70972,38.87194
806,airport,-121.71611,39.09556
807,airport,-121.7175,38.83306
808,airport,-121.73,36.48167
809,airport,-121.74722,38.61528
810,airport,-121.76167,36.68111
811,airport,-121.77111,39.4975
812,airport,-121.77444,40.34417
813,airport,-121.77583,36.93972
814,airport,-121.78361,39.68861
815,airport,-121.78639,38.53139
816,airport,-121.78944,36.93556
817,airport,-121.79722,37.10806
818,airport,-121.8175,40.52194
819,airport,-121.81972,37.33278
820,airport,-121.82028,37.69333
821,airport,-121.82333,38.38111
822,airport,-121.82528,38.66528
823,airport,-121.84278,36.58694
824,airport,-121.84278,36.90583
825,airport,-121.84722,36.58889
826,airport,-121.84972,39.74222
827,airport,-121.85,39.10306
828,airport,-121.85639,38.57889
829,airport,-121.85833,39.79528
830,airport,-121.86194,36.97028
831,airport,-121.8675,39.72056
832,airport,-121.87194,38.67361
833,airport,-121.87833,41.7425
834,airport,-121.88,37.37333
835,airport,-121.88194,40.44556
836,airport,-121.88361,39.10917
837,airport,-121.905,38.40583
838,airport,-121.9175,39.07472
839,airport,-121.92778,37.36194
840,airport,-121.93417,39.09972
841,airport,-121.935,37.31389
842,airport,-121.94028,36.98028
843,airport,-121.95111,38.35556
844,airport,-121.96222,38.37667
845,airport,-121.97194,37.77167
846,airport,-121.97222,37.38528
847,airport,-121.975,38.26917
848,airport,-121.97556,41.88694
849,airport,-121.97806,37.55611
850,airport,-121.98,37.54778
851,airport,-121.9825,36.99028
852,airport,-121.99333,39.17889
853,airport,-121.99667,39.94972
854,airport,-122.01778,38.32833
855,airport,-122.02861,37.80306
856,airport,-122.03972,37.9125
857,airport,-122.04528,38.45806
858,airport,-122.04833,39.20083
859,airport,-122.05694,37.98944
860,airport,-122.08833,37.63306
861,airport,-122.09361,39.3525
862,airport,-122.0975,39.01083
863,airport,-122.11472,37.46083
864,airport,-122.12222,37.65917
865,airport,-122.12222,41.27306
866,airport,-122.12306,38.17333
867,airport,-122.12722,37.07028
868,airport,-122.12861,39.78889
869,airport,-122.13139,39.16333
870,airport,-122.13528,40.15611
871,airport,-122.13833,38.71639
872,airport,-122.14639,39.72111
873,airport,-122.15083,37.76667
874,airport,-122.15833,37.15278
875,airport,-122.17111,39.94361
876,airport,-122.17472,37.43528
877,airport,-122.18889,39.28833
878,airport,-122.19528,37.92111
879,airport,-122.20083,39.57889
