cat_name,long,lat
airport,-118.53139,34.25694
airport,-118.53306,34.22
airport,-118.54722,34.19389
airport,-118.55167,34.41583
airport,-118.5525,34.39833
airport,-118.56556,34.23861
airport,-118.56917,34.23889
airport,-118.59444,34.16861
airport,-118.595,34.17556
airport,-118.59528,34.46639
airport,-118.59806,35.11361
airport,-118.59917,34.17889
airport,-118.59944,34.51722
airport,-118.62583,34.2375
airport,-118.64694,34.06194
airport,-118.68806,34.03722
airport,-118.69389,34.04444
airport,-118.69611,34.23778
airport,-118.69806,34.15028
airport,-118.71778,34.26861
airport,-118.73167,34.7675
airport,-118.80222,36.14972
airport,-118.8175,34.14167
airport,-118.83333,35.25667
airport,-118.83417,36.49556
airport,-118.83528,34.24667
airport,-118.83861,37.62389
airport,-118.84889,37.62722
airport,-118.85278,35.40639
airport,-118.85306,34.04167
airport,-118.855,35.17972
airport,-118.8675,34.08333
airport,-118.88222,34.2075
airport,-118.90861,34.19722
airport,-118.91444,34.98889
airport,-118.91611,34.19583
airport,-118.91778,34.15806
airport,-118.96889,35.38389
airport,-118.99583,35.32472
airport,-119.00611,35.39083
airport,-119.01972,35.38333
airport,-119.04556,35.26306
airport,-119.05,36.16222
airport,-119.05667,35.43333
airport,-119.05889,34.76083
airport,-119.06111,34.34694
airport,-119.0625,36.02944
airport,-119.09417,34.21361
airport,-119.10639,37.95806
airport,-119.10722,36.39861
airport,-119.1275,35.59639
airport,-119.12861,36.90611
airport,-119.13694,36.7175
airport,-119.14944,36.24278
airport,-119.15778,34.21667
airport,-119.18389,35.79278
airport,-119.18556,34.20556
airport,-119.19139,35.50583
airport,-119.19472,35.36778
airport,-119.20278,34.20222
airport,-119.20694,34.20056
airport,-119.22194,38.26333
airport,-119.23,35.79083
airport,-119.23056,38.25306
airport,-119.23639,35.74556
airport,-119.25139,37.20083
airport,-119.25556,37.3475
airport,-119.25694,34.27472
airport,-119.28778,38.27222
airport,-119.30694,35.10583
airport,-119.30806,35.96028
airport,-119.30917,36.79194
airport,-119.31556,36.4425
airport,-119.31611,36.54
airport,-119.31889,36.44833
airport,-119.32611,36.15611
airport,-119.35361,35.61944
airport,-119.37639,35.70389
airport,-119.39278,36.31861
airport,-119.40472,36.70889
airport,-119.41,35.05417
airport,-119.43583,36.76694
airport,-119.44111,35.14083
airport,-119.44861,36.66694
airport,-119.44972,36.66611
airport,-119.45083,35.13861
airport,-119.45167,34.93528
airport,-119.46333,36.60667
airport,-119.47861,35.3525
airport,-119.48417,37.06472
airport,-119.48861,35.69139
airport,-119.51,36.84972
airport,-119.5175,37.09972
airport,-119.52583,34.92194
airport,-119.5425,36.08861
airport,-119.54306,36.26694
airport,-119.55444,36.73194
airport,-119.55944,36.59889
airport,-119.56111,34.33278
airport,-119.56778,36.56583
airport,-119.58889,34.28639
airport,-119.59472,36.10222
airport,-119.59972,35.68667
airport,-119.60417,34.33083
airport,-119.6175,36.39972
airport,-119.62861,36.31833
airport,-119.63972,36.58306
airport,-119.64056,36.275
airport,-119.64667,36.04556
airport,-119.65833,36.58139
airport,-119.65944,36.32972
airport,-119.66333,36.86083
airport,-119.66833,36.82361
airport,-119.67,36.52111
airport,-119.68611,35.62333
airport,-119.68833,34.93722
airport,-119.71806,36.77611
airport,-119.72139,36.67306
airport,-119.72194,35.46778
airport,-119.73861,36.70417
airport,-119.75361,36.73694
airport,-119.75972,36.71917
airport,-119.76389,36.51417
airport,-119.76611,38.73583
airport,-119.78556,36.91417
airport,-119.80944,34.43333
airport,-119.81333,36.16
airport,-119.81972,36.73222
airport,-119.825,36.33306
airport,-119.82528,36.8475
airport,-119.84028,34.42611
airport,-119.84083,36.20389
airport,-119.84944,36.15667
airport,-119.85278,34.01972
airport,-119.86194,37.34028
airport,-119.87028,36.84
airport,-119.88139,35.64889
airport,-119.88417,36.46639
airport,-119.88833,36.12056
airport,-119.90583,34.38944
airport,-119.91194,34.43
airport,-119.91306,37.11778
airport,-119.915,34.06056
airport,-119.98556,36.13167
airport,-119.98778,37.12056
airport,-119.99528,38.89361
airport,-120,35.31361
airport,-120.00083,38.84139
airport,-120.00389,41.16889
airport,-120.00917,35.63611
airport,-120.01333,34.58722
airport,-120.03,36.71222
airport,-120.03972,38.45861
airport,-120.04167,37.51056
airport,-120.04194,41.3075
airport,-120.06528,34.62194
airport,-120.07556,34.60667
airport,-120.08417,38.14417
airport,-120.08611,36.20083
airport,-120.10083,34.38833
airport,-120.11,36.33861
airport,-120.11194,36.98556
airport,-120.12139,34.39056
airport,-120.13528,36.70333
airport,-120.13944,39.32
airport,-120.14222,36.00389
airport,-120.14361,37.05694
airport,-120.14667,41.87611
airport,-120.16,39.08639
airport,-120.16611,41.5525
airport,-120.17722,36.90528
airport,-120.17833,37.86139
airport,-120.17861,40.13861
airport,-120.19333,37.88
airport,-120.2,39.32389
airport,-120.2375,36.24778
airport,-120.2425,36.94139
airport,-120.24667,37.11222
airport,-120.24722,36.33583
airport,-120.25083,36.58306
airport,-120.26528,36.42472
airport,-120.27611,37.19083
airport,-120.29389,37.34972
airport,-120.29944,38.95139
airport,-120.33861,35.59472
airport,-120.35278,38.19139
airport,-120.35417,39.58083
airport,-120.35556,39.81806
airport,-120.36028,36.16028
airport,-120.36639,40.80306
airport,-120.37111,36.75778
airport,-120.37806,37.0725
airport,-120.3975,37.52333
airport,-120.40333,37.3425
airport,-120.41194,38.03444
airport,-120.4125,34.95056
airport,-120.41444,38.03028
airport,-120.42472,34.94306
airport,-120.43111,34.98333
airport,-120.43833,39.65111
airport,-120.45722,34.89889
airport,-120.45778,34.98806
airport,-120.46444,36.85972
airport,-120.46444,36.99833
airport,-120.46611,37.08028
airport,-120.46667,34.66556
airport,-120.47694,38.3275
airport,-120.47861,37.23167
airport,-120.50083,37.08861
airport,-120.51361,37.28444
airport,-120.525,35.40472
airport,-120.52583,41.24
airport,-120.5325,41.32694
airport,-120.53611,38.76
airport,-120.54111,38.08306
airport,-120.54833,35.66889
airport,-120.54861,38.76833
airport,-120.55417,37.85944
airport,-120.56528,41.48278
airport,-120.56583,37.04972
airport,-120.56583,39.46222
airport,-120.56667,37.06528
airport,-120.56694,37.37861
airport,-120.57278,40.37667
airport,-120.58972,35.185
airport,-120.605,37.33444
airport,-120.62194,35.10111
airport,-120.62694,35.67278
airport,-120.63,36.96222
airport,-120.64222,35.23694
airport,-120.64722,34.455
airport,-120.64806,38.14611
airport,-120.66056,35.25222
airport,-120.66389,41.52222
airport,-120.6675,36.89972
airport,-120.67417,38.1925
airport,-120.68167,34.46889
airport,-120.68417,41.41222
airport,-120.69667,37.48722
airport,-120.70306,34.49472
airport,-120.70917,39.27472
airport,-120.7175,38.74194
airport,-120.71917,35.55472
airport,-120.73111,38.69611
airport,-120.73417,38.79972
airport,-120.7425,35.32639
airport,-120.75306,38.72417
airport,-120.76833,40.65028
airport,-120.79389,38.37667
airport,-120.79722,35.56806
airport,-120.8,37.75611
airport,-120.82694,38.69472
airport,-120.83417,38.84972
airport,-120.83917,37.51194
airport,-120.84389,37.47056
airport,-120.84861,35.64528
airport,-120.86444,38.92083
airport,-120.8675,37.32472
airport,-120.86917,37.06278
airport,-120.86944,35.95639
airport,-120.88778,38.43972
airport,-120.88972,37.72333
airport,-120.89889,38.75389
airport,-120.9075,36.02583
airport,-120.92222,38.81722
airport,-120.92306,38.26361
airport,-120.92722,37.38806
airport,-120.93,40.13306
airport,-120.93139,38.25611
airport,-120.94667,39.94361
airport,-120.95083,39.98306
airport,-120.95389,41.18694
airport,-120.95417,37.62556
airport,-120.95917,39.94028
airport,-120.96306,37.2625
airport,-120.96472,37.84556
airport,-120.97306,38.33722
airport,-120.98694,38.68389
airport,-121.00222,39.22389
airport,-121.01472,38.43028
airport,-121.01528,37.935
airport,-121.035,40.30639
airport,-121.05083,39.23306
airport,-121.05278,38.93444
airport,-121.05639,39.11361
airport,-121.05917,39.19972
airport,-121.075,38.46889
airport,-121.075,38.88778
airport,-121.07583,39.32472
airport,-121.08167,38.9525
airport,-121.10222,38.48861
airport,-121.11,35.6075
airport,-121.11833,38.00333
airport,-121.12056,36.22944
airport,-121.12361,41.13944
airport,-121.12583,37.05806
airport,-121.12583,38.01361
airport,-121.13139,36.20806
airport,-121.135,36.51
airport,-121.16139,37.64028
airport,-121.16889,38.10944
airport,-121.16917,37.46833
airport,-121.17139,38.42667
airport,-121.17583,38.8275
airport,-121.18639,36.32806
airport,-121.19833,37.66778
airport,-121.20472,37.54778
airport,-121.2075,38.06722
airport,-121.21472,39.22056
airport,-121.21889,38.65722
airport,-121.21944,38.13444
airport,-121.22,36.44694
airport,-121.22194,38.23028
airport,-121.22722,38.42333
airport,-121.22861,37.97944
airport,-121.23472,38.41056
airport,-121.235,36.46639
airport,-121.23806,37.89389
airport,-121.23861,40.28722
airport,-121.24083,40.2875
airport,-121.24306,40.28833
airport,-121.25083,38.30389
airport,-121.25444,38.28278
airport,-121.26333,38.60333
airport,-121.26806,38.20278
airport,-121.26917,38.20222
airport,-121.28417,39.96639
airport,-121.28472,37.8875
airport,-121.28667,38.12222
airport,-121.29111,39.45528
airport,-121.29944,37.67889
airport,-121.30333,38.33417
airport,-121.31,36.36306
airport,-121.31472,38.43583
airport,-121.31611,38.08389
airport,-121.31944,38.03167
airport,-121.3275,37.67028
airport,-121.33194,38.39361
airport,-121.33472,38.72417
airport,-121.33694,36.87139
airport,-121.35111,38.90889
airport,-121.35917,38.09139
airport,-121.35917,39.29972
airport,-121.35917,39.32472
airport,-121.35917,41.88722
airport,-121.37,36.46694
airport,-121.37278,38.79194
airport,-121.37944,38.5475
airport,-121.38917,38.72889
airport,-121.40694,36.89
airport,-121.41972,39.19222
airport,-121.42944,38.30472
airport,-121.43306,41.01861
airport,-121.43722,38.34111
airport,-121.44167,37.68889
airport,-121.44528,38.67583
airport,-121.45222,38.55444
airport,-121.45639,38.00389
airport,-121.46528,36.95306
airport,-121.4675,39.56639
airport,-121.48417,38.86639
airport,-121.49111,36.62611
airport,-121.49333,38.5125
airport,-121.50778,38.44278
airport,-121.515,38.63806
airport,-121.51889,38.76917
airport,-121.52944,38.83472
airport,-121.53417,38.21639
airport,-121.54306,38.21306
airport,-121.545,38.59139
airport,-121.56028,38.59861
airport,-121.56139,38.84
airport,-121.56278,38.75389
airport,-121.56917,39.15917
airport,-121.56972,39.0975
airport,-121.57139,37.03556
airport,-121.5725,38.74694
airport,-121.58028,39.46
airport,-121.58417,38.79139
airport,-121.585,38.75917
airport,-121.59056,38.69528
airport,-121.59667,37.08167
airport,-121.60611,36.66306
airport,-121.60889,39.12639
airport,-121.61611,39.70944
airport,-121.61694,36.66972
airport,-121.61944,39.48972
airport,-121.63694,37.83583
airport,-121.63833,39.22472
airport,-121.64972,40.89444
airport,-121.65917,37.98722
airport,-121.65972,36.7
airport,-121.68889,38.17083
airport,-121.69333,37.66111
airport,-121.69389,39.28583
airport,-121.69583,39.45944
airport,-121.70083,38.81639
airport,-121.70972,38.87194
airport,-121.71611,39.09556
airport,-121.7175,38.83306
airport,-121.73,36.48167
airport,-121.74722,38.61528
airport,-121.76167,36.68111
airport,-121.77111,39.4975
airport,-121.77444,40.34417
airport,-121.77583,36.93972
airport,-121.78361,39.68861
airport,-121.78639,38.53139
airport,-121.78944,36.93556
airport,-121.79722,37.10806
airport,-121.8175,40.52194
airport,-121.81972,37.33278
airport,-121.82028,37.69333
airport,-121.82333,38.38111
airport,-121.82528,38.66528
airport,-121.84278,36.58694
airport,-121.84278,36.90583
airport,-121.84722,36.58889
airport,-121.84972,39.74222
airport,-121.85,39.10306
airport,-121.85639,38.57889
airport,-121.85833,39.79528
airport,-121.86194,36.97028
airport,-121.8675,39.72056
airport,-121.87194,38.67361
airport,-121.87833,41.7425
airport,-121.88,37.37333
airport,-121.88194,40.44556
airport,-121.88361,39.10917
airport,-121.905,38.40583
airport,-121.9175,39.07472
airport,-121.92778,37.36194
airport,-121.93417,39.09972
airport,-121.935,37.31389
airport,-121.94028,36.98028
airport,-121.95111,38.35556
airport,-121.96222,38.37667
airport,-121.97194,37.77167
airport,-121.97222,37.38528
airport,-121.975,38.26917
airport,-121.97556,41.88694
airport,-121.97806,37.55611
airport,-121.98,37.54778
airport,-121.9825,36.99028
airport,-121.99333,39.17889
airport,-121.99667,39.94972
airport,-122.01778,38.32833
airport,-122.02861,37.80306
airport,-122.03972,37.9125
airport,-122.04528,38.45806
airport,-122.04833,39.20083
airport,-122.05694,37.98944
airport,-122.08833,37.63306
airport,-122.09361,39.3525
airport,-122.0975,39.01083
airport,-122.11472,37.46083
airport,-122.12222,37.65917
airport,-122.12222,41.27306
airport,-122.12306,38.17333
airport,-122.12722,37.07028
airport,-122.12861,39.78889
airport,-122.13139,39.16333
airport,-122.13528,40.15611
airport,-122.13833,38.71639
airport,-122.14639,39.72111
airport,-122.15083,37.76667
airport,-122.15833,37.15278
airport,-122.17111,39.94361
airport,-122.17472,37.43528
airport,-122.18889,39.28833
airport,-122.19528,37.92111
airport,-122.20083,39.57889
airport,-122.205,38.45806
airport,-122.2175,39.51611
airport,-122.22056,37.72111
airport,-122.24944,37.51083
airport,-122.25222,40.15083
airport,-122.25917,38.59139
airport,-122.26472,37.80056
airport,-122.27194,41.26306
airport,-122.27333,37.08778
airport,-122.27361,37.80222
airport,-122.28056,38.21306
airport,-122.29333,40.50889
airport,-122.3,37.54833
airport,-122.30028,37.78472
airport,-122.30361,40.52194
airport,-122.31917,41.61694
airport,-122.32194,40.5775
airport,-122.32333,40.7575
airport,-122.33222,37.91361
airport,-122.33694,37.95389
airport,-122.33889,40.34611
airport,-122.34639,40.67583
airport,-122.36722,38.74917
airport,-122.37472,37.61889
airport,-122.3775,40.49833
airport,-122.38333,37.59
airport,-122.38972,40.01583
airport,-122.39111,38.61056
airport,-122.395,40.57194
airport,-122.405,37.77472
airport,-122.40806,40.57472
airport,-122.41444,37.81056
airport,-122.41444,38.46167
airport,-122.42056,37.825
airport,-122.43417,38.2575
airport,-122.435,38.57833
airport,-122.44528,38.47
airport,-122.44944,38.22333
airport,-122.45306,41.47472
airport,-122.46806,41.78139
airport,-122.48,39.26889
airport,-122.48694,37.94639
airport,-122.49861,37.71917
airport,-122.50083,37.51361
airport,-122.50778,38.05889
airport,-122.51333,37.87889
airport,-122.51333,37.87972
airport,-122.52056,38.01667
airport,-122.54556,41.73028
airport,-122.55778,38.14417
airport,-122.56333,38.43444
airport,-122.5675,38.71639
airport,-122.57306,38.57889
airport,-122.57694,40.08028
airport,-122.58111,39.58583
airport,-122.60194,38.185
airport,-122.605,38.2575
airport,-122.60917,39.57194
airport,-122.62222,38.93444
airport,-122.62306,38.93444
airport,-122.67611,38.87167
airport,-122.67861,38.87056
airport,-122.69417,40.98306
airport,-122.70111,38.44361
airport,-122.7175,38.9775
airport,-122.75222,38.785
airport,-122.765,41.62472
airport,-122.79667,39.00278
airport,-122.80361,38.56917
airport,-122.81278,38.50889
airport,-122.84444,41.88611
airport,-122.85528,41.55806
airport,-122.89778,38.65306
airport,-122.89944,38.99
airport,-122.92194,40.74556
airport,-122.95528,39.44972
airport,-122.99139,38.77583
airport,-122.99194,38.77417
airport,-123.18167,40.54694
airport,-123.20083,39.12583
airport,-123.25389,40.3175
airport,-123.26639,39.79
airport,-123.2975,40.21111
airport,-123.37,39.45083
airport,-123.38278,39.0125
airport,-123.38889,41.79056
airport,-123.39806,40.14111
airport,-123.39833,40.14306
airport,-123.40278,40.02111
airport,-123.4325,38.70444
airport,-123.47056,40.6275
airport,-123.53028,38.80111
airport,-123.55361,38.78778
airport,-123.59056,38.85944
airport,-123.59972,40.49278
airport,-123.66833,41.04278
airport,-123.75056,39.26139
airport,-123.75361,39.26194
airport,-123.79556,39.47417
airport,-123.81361,40.08583
airport,-123.9275,40.71917
airport,-123.98444,41.84556
airport,-123.99556,41.51194
airport,-124.01167,41.51528
airport,-124.07333,40.0275
airport,-124.10861,40.97806
airport,-124.11472,40.80417
airport,-124.1325,40.55389
airport,-124.18944,41.93778
airport,-124.21056,40.78028
airport,-124.21222,40.78083
airport,-124.23472,41.77917
airport,-124.23639,41.78
arch,-115.74778,35.23944
arch,-116.09972,34.88194
arch,-116.76444,36.285
arch,-116.84194,34.95111
arch,-117.2725,32.85111
arch,-117.73611,33.48889
arch,-117.9225,33.62028
arch,-118.37389,36.35917
arch,-118.57556,34.03944
arch,-119.07278,37.44694
arch,-119.39889,34.00667
arch,-120.47611,38.05472
arch,-120.71528,35.17389
arch,-121.49944,41.73667
arch,-121.51639,41.70306
